payment_id,tenant_id,property_id,due_date,pay_date,amount_due,amount_paid,late_fee,payment_status,payment_method
PAY000098,T0009,P009,2023-04-01,2023-04-02,1260.0,1260.0,0,on_time,credit_card
PAY000099,T0009,P009,2023-05-01,2023-05-04,1260.0,1260.0,0,on_time,ACH
PAY000100,T0010,P021,2024-02-01,2024-02-01,3050.0,3050.0,0,on_time,credit_card
PAY000101,T0010,P021,2024-03-01,2024-03-04,3050.0,3050.0,0,on_time,ACH
PAY000102,T0010,P021,2024-04-01,,3050.0,0,305.0,missed,
PAY000103,T0010,P021,2024-05-01,2024-05-07,3050.0,3050.0,152.5,late,ACH
PAY000104,T0010,P021,2024-06-01,2024-06-03,3050.0,3050.0,0,on_time,check
PAY000105,T0010,P021,2024-07-01,2024-07-16,3050.0,3050.0,152.5,late,credit_card
PAY000106,T0010,P021,2024-08-01,2024-08-04,3050.0,3050.0,0,on_time,credit_card
PAY000107,T0011,P002,2022-10-01,,2200.0,0,220.0,missed,
PAY000108,T0011,P002,2022-11-01,2022-11-01,2200.0,2200.0,0,on_time,check
PAY000109,T0011,P002,2022-12-01,2022-12-02,2200.0,2200.0,0,on_time,check
PAY000110,T0011,P002,2023-01-01,2023-01-03,2200.0,2200.0,0,on_time,ACH
PAY000111,T0011,P002,2023-02-01,2023-02-03,2200.0,2200.0,0,on_time,ACH
PAY000112,T0011,P002,2023-03-01,2023-03-01,2200.0,2200.0,0,on_time,ACH
PAY000113,T0011,P002,2023-04-01,2023-04-04,2200.0,2200.0,0,on_time,ACH
PAY000114,T0011,P002,2023-05-01,2023-05-03,2200.0,2200.0,0,on_time,check
PAY000115,T0011,P002,2023-06-01,2023-06-04,2200.0,2200.0,0,on_time,ACH
PAY000116,T0011,P002,2023-07-01,2023-07-04,2200.0,2200.0,0,on_time,ACH
PAY000117,T0011,P002,2023-08-01,2023-08-01,2200.0,2200.0,0,on_time,check
PAY000118,T0011,P002,2023-09-01,2023-09-03,2200.0,2200.0,0,on_time,ACH
PAY000119,T0012,P043,2023-09-01,2023-09-23,10300.0,10300.0,515.0,late,ACH
PAY000120,T0012,P043,2023-10-01,2023-10-01,10300.0,10300.0,0,on_time,ACH
PAY000121,T0012,P043,2023-11-01,2023-11-02,10300.0,10300.0,0,on_time,check
PAY000122,T0012,P043,2023-12-01,2023-12-02,10300.0,10300.0,0,on_time,check
PAY000123,T0012,P043,2024-01-01,2024-01-04,10300.0,10300.0,0,on_time,credit_card
PAY000124,T0012,P043,2024-02-01,2024-02-03,10300.0,10300.0,0,on_time,ACH
PAY000125,T0012,P043,2024-03-01,2024-03-02,10300.0,10300.0,0,on_time,check
PAY000126,T0012,P043,2024-04-01,2024-04-02,10300.0,10300.0,0,on_time,ACH
PAY000127,T0012,P043,2024-05-01,2024-05-01,10300.0,10300.0,0,on_time,ACH
PAY000128,T0012,P043,2024-06-01,2024-06-04,10300.0,10300.0,0,on_time,ACH
PAY000129,T0012,P043,2024-07-01,2024-07-03,10300.0,10300.0,0,on_time,ACH
PAY000130,T0012,P043,2024-08-01,2024-08-01,10300.0,10300.0,0,on_time,ACH
PAY000131,T0013,P020,2024-08-01,2024-08-03,1540.0,1540.0,0,on_time,ACH
PAY000132,T0013,P020,2024-09-01,2024-09-03,1540.0,1540.0,0,on_time,credit_card
PAY000133,T0013,P020,2024-10-01,2024-10-03,1540.0,1540.0,0,on_time,check
PAY000134,T0013,P020,2024-11-01,2024-11-01,1540.0,1540.0,0,on_time,money_order
PAY000135,T0013,P020,2024-12-01,2024-12-02,1540.0,1540.0,0,on_time,credit_card
PAY000136,T0013,P020,2025-01-01,2025-01-04,1540.0,1540.0,0,on_time,check
PAY000137,T0013,P020,2025-02-01,2025-02-01,1540.0,1540.0,0,on_time,ACH
PAY000138,T0014,P050,2023-05-01,2023-05-04,2990.0,2990.0,0,on_time,ACH
PAY000139,T0014,P050,2023-06-01,2023-06-20,2990.0,2990.0,149.5,late,ACH
PAY000140,T0014,P050,2023-07-01,2023-07-01,2990.0,2990.0,0,on_time,money_order
PAY000141,T0014,P050,2023-08-01,2023-08-07,2990.0,2990.0,149.5,late,ACH
PAY000142,T0014,P050,2023-09-01,2023-09-02,2990.0,2990.0,0,on_time,ACH
PAY000143,T0014,P050,2023-10-01,2023-10-03,2990.0,2990.0,0,on_time,credit_card
PAY000144,T0014,P050,2023-11-01,2023-11-15,2990.0,2990.0,149.5,late,ACH
PAY000145,T0015,P022,2024-09-01,2024-09-02,1760.0,1760.0,0,on_time,money_order
PAY000146,T0015,P022,2024-10-01,2024-10-22,1760.0,1760.0,88.0,late,ACH
PAY000147,T0015,P022,2024-11-01,2024-11-01,1760.0,1760.0,0,on_time,ACH
PAY000148,T0015,P022,2024-12-01,2024-12-03,1760.0,1760.0,0,on_time,credit_card
PAY000149,T0015,P022,2025-01-01,2025-01-01,1760.0,1760.0,0,on_time,credit_card
PAY000150,T0015,P022,2025-02-01,2025-02-01,1760.0,1760.0,0,on_time,credit_card
PAY000151,T0015,P022,2025-03-01,2025-03-22,1760.0,1760.0,88.0,late,money_order
PAY000152,T0015,P022,2025-04-01,2025-04-01,1760.0,1760.0,0,on_time,ACH
PAY000153,T0015,P022,2025-05-01,2025-05-02,1760.0,1760.0,0,on_time,ACH
PAY000154,T0015,P022,2025-06-01,2025-06-01,1760.0,1760.0,0,on_time,check
PAY000155,T0016,P038,2022-02-01,2022-02-01,1790.0,1790.0,0,on_time,ACH
PAY000156,T0016,P038,2022-03-01,2022-03-01,1790.0,1790.0,0,on_time,check
PAY000157,T0016,P038,2022-04-01,,1790.0,0,179.0,missed,
PAY000158,T0016,P038,2022-05-01,2022-05-07,1790.0,1790.0,89.5,late,credit_card
PAY000159,T0016,P038,2022-06-01,2022-06-02,1790.0,1790.0,0,on_time,ACH
PAY000160,T0016,P038,2022-07-01,2022-07-02,1790.0,1790.0,0,on_time,ACH
PAY000161,T0016,P038,2022-08-01,2022-08-03,1790.0,1790.0,0,on_time,check
PAY000162,T0016,P038,2022-09-01,2022-09-02,1790.0,1790.0,0,on_time,money_order
PAY000163,T0016,P038,2022-10-01,2022-10-01,1790.0,1790.0,0,on_time,ACH
PAY000164,T0016,P038,2022-11-01,2022-11-02,1790.0,1790.0,0,on_time,ACH
PAY000165,T0016,P038,2022-12-01,2022-12-01,1790.0,1790.0,0,on_time,money_order
PAY000166,T0016,P038,2023-01-01,2023-01-04,1790.0,1790.0,0,on_time,ACH
PAY000167,T0017,P029,2022-12-01,2022-12-03,1250.0,1250.0,0,on_time,credit_card
PAY000168,T0017,P029,2023-01-01,2023-01-02,1250.0,1250.0,0,on_time,credit_card
PAY000169,T0017,P029,2023-02-01,2023-02-15,1250.0,1250.0,62.5,late,ACH
PAY000170,T0017,P029,2023-03-01,2023-03-03,1250.0,1250.0,0,on_time,ACH
PAY000171,T0017,P029,2023-04-01,2023-04-01,1250.0,1250.0,0,on_time,check
PAY000172,T0017,P029,2023-05-01,2023-05-01,1250.0,1250.0,0,on_time,check
PAY000173,T0018,P042,2022-06-01,2022-06-18,2500.0,2500.0,125.0,late,ACH
PAY000174,T0018,P042,2022-07-01,2022-07-03,2500.0,2500.0,0,on_time,ACH
PAY000175,T0018,P042,2022-08-01,2022-08-04,2500.0,2500.0,0,on_time,ACH
PAY000176,T0018,P042,2022-09-01,2022-09-03,2500.0,2500.0,0,on_time,money_order
PAY000177,T0018,P042,2022-10-01,2022-10-02,2500.0,2500.0,0,on_time,check
PAY000178,T0018,P042,2022-11-01,2022-11-04,2500.0,2500.0,0,on_time,money_order
PAY000179,T0018,P042,2022-12-01,2022-12-03,2500.0,2500.0,0,on_time,ACH
PAY000180,T0018,P042,2023-01-01,2023-01-03,2500.0,2500.0,0,on_time,check
PAY000181,T0018,P042,2023-02-01,2023-02-08,2500.0,2500.0,125.0,late,ACH
PAY000182,T0018,P042,2023-03-01,2023-03-17,2500.0,2500.0,125.0,late,money_order
PAY000183,T0018,P042,2023-04-01,2023-04-01,2500.0,2500.0,0,on_time,ACH
PAY000184,T0018,P042,2023-05-01,2023-05-21,2500.0,2500.0,125.0,late,check
PAY000185,T0019,P029,2023-10-01,2023-10-03,2170.0,2170.0,0,on_time,ACH
PAY000186,T0019,P029,2023-11-01,2023-11-04,2170.0,2170.0,0,on_time,ACH
PAY000187,T0019,P029,2023-12-01,2023-12-02,2170.0,2170.0,0,on_time,ACH
PAY000188,T0019,P029,2024-01-01,2024-01-04,2170.0,2170.0,0,on_time,ACH
PAY000189,T0019,P029,2024-02-01,2024-02-02,2170.0,2170.0,0,on_time,check
PAY000190,T0019,P029,2024-03-01,2024-03-04,2170.0,2170.0,0,on_time,money_order
PAY000191,T0019,P029,2024-04-01,2024-04-02,2170.0,2170.0,0,on_time,check
PAY000192,T0019,P029,2024-05-01,2024-05-01,2170.0,2170.0,0,on_time,check
PAY000193,T0019,P029,2024-06-01,2024-06-02,2170.0,2170.0,0,on_time,ACH
PAY000194,T0019,P029,2024-07-01,2024-07-03,2170.0,2170.0,0,on_time,ACH
PAY000195,T0019,P029,2024-08-01,2024-08-04,2170.0,2170.0,0,on_time,ACH
PAY000196,T0019,P029,2024-09-01,2024-09-02,2170.0,2170.0,0,on_time,ACH
PAY000197,T0020,P022,2022-10-01,2022-10-26,2260.0,2260.0,113.0,late,ACH
PAY000198,T0020,P022,2022-11-01,2022-11-03,2260.0,2260.0,0,on_time,check
PAY000199,T0020,P022,2022-12-01,2022-12-03,2260.0,2260.0,0,on_time,credit_card
PAY000200,T0020,P022,2023-01-01,2023-01-01,2260.0,2260.0,0,on_time,ACH
PAY000201,T0020,P022,2023-02-01,2023-02-03,2260.0,2260.0,0,on_time,ACH
PAY000202,T0020,P022,2023-03-01,2023-03-06,2260.0,2260.0,113.0,late,ACH
PAY000203,T0020,P022,2023-04-01,,2260.0,0,226.0,missed,
PAY000204,T0021,P045,2022-11-01,2022-11-25,3020.0,3020.0,151.0,late,ACH
PAY000205,T0021,P045,2022-12-01,2022-12-25,3020.0,3020.0,151.0,late,money_order
PAY000206,T0021,P045,2023-01-01,2023-01-04,3020.0,3020.0,0,on_time,ACH
PAY000207,T0021,P045,2023-02-01,2023-02-02,3020.0,3020.0,0,on_time,credit_card
PAY000208,T0021,P045,2023-03-01,2023-03-03,3020.0,3020.0,0,on_time,ACH
PAY000209,T0021,P045,2023-04-01,2023-04-03,3020.0,3020.0,0,on_time,credit_card
PAY000210,T0021,P045,2023-05-01,2023-05-04,3020.0,3020.0,0,on_time,check
PAY000211,T0022,P026,2022-08-01,2022-08-03,2500.0,2500.0,0,on_time,ACH
PAY000212,T0022,P026,2022-09-01,2022-09-03,2500.0,2500.0,0,on_time,credit_card
PAY000213,T0022,P026,2022-10-01,2022-10-03,2500.0,2500.0,0,on_time,ACH
PAY000214,T0022,P026,2022-11-01,2022-11-13,2500.0,2500.0,125.0,late,ACH
PAY000215,T0022,P026,2022-12-01,2022-12-04,2500.0,2500.0,0,on_time,ACH
PAY000216,T0022,P026,2023-01-01,2023-01-04,2500.0,2500.0,0,on_time,credit_card
PAY000217,T0022,P026,2023-02-01,2023-02-04,2500.0,2500.0,0,on_time,ACH
PAY000218,T0022,P026,2023-03-01,2023-03-19,2500.0,2500.0,125.0,late,check
PAY000219,T0022,P026,2023-04-01,2023-04-04,2500.0,2500.0,0,on_time,check
PAY000220,T0022,P026,2023-05-01,2023-05-24,2500.0,2500.0,125.0,late,check
PAY000221,T0022,P026,2023-06-01,2023-06-02,2500.0,2500.0,0,on_time,ACH
PAY000222,T0022,P026,2023-07-01,2023-07-18,2500.0,2500.0,125.0,late,check
PAY000223,T0023,P025,2024-01-01,2024-01-09,1730.0,1730.0,86.5,late,credit_card
PAY000224,T0023,P025,2024-02-01,2024-02-01,1730.0,1730.0,0,on_time,money_order
PAY000225,T0023,P025,2024-03-01,2024-03-02,1730.0,1730.0,0,on_time,check
PAY000226,T0023,P025,2024-04-01,2024-04-03,1730.0,1730.0,0,on_time,ACH
PAY000227,T0023,P025,2024-05-01,2024-05-04,1730.0,1730.0,0,on_time,credit_card
PAY000228,T0023,P025,2024-06-01,2024-06-01,1730.0,1730.0,0,on_time,ACH
PAY000229,T0023,P025,2024-07-01,2024-07-03,1730.0,1730.0,0,on_time,ACH
PAY000230,T0023,P025,2024-08-01,2024-08-03,1730.0,1730.0,0,on_time,credit_card
PAY000231,T0023,P025,2024-09-01,2024-09-03,1730.0,1730.0,0,on_time,check
PAY000232,T0023,P025,2024-10-01,2024-10-03,1730.0,1730.0,0,on_time,ACH
PAY000233,T0023,P025,2024-11-01,2024-11-01,1730.0,1730.0,0,on_time,ACH
PAY000234,T0023,P025,2024-12-01,2024-12-01,1730.0,1730.0,0,on_time,money_order
PAY000235,T0024,P007,2023-09-01,2023-09-04,1340.0,1340.0,0,on_time,ACH
PAY000236,T0024,P007,2023-10-01,2023-10-03,1340.0,1340.0,0,on_time,credit_card
PAY000237,T0024,P007,2023-11-01,2023-11-18,1340.0,1340.0,67.0,late,ACH
PAY000238,T0024,P007,2023-12-01,2023-12-03,1340.0,1340.0,0,on_time,check
PAY000239,T0024,P007,2024-01-01,2024-01-04,1340.0,1340.0,0,on_time,ACH
PAY000240,T0024,P007,2024-02-01,2024-02-03,1340.0,1340.0,0,on_time,credit_card
PAY000241,T0024,P007,2024-03-01,2024-03-04,1340.0,1340.0,0,on_time,credit_card
PAY000242,T0025,P038,2023-09-01,2023-09-04,2500.0,2500.0,0,on_time,credit_card
PAY000243,T0025,P038,2023-10-01,2023-10-02,2500.0,2500.0,0,on_time,check
PAY000244,T0025,P038,2023-11-01,2023-11-02,2500.0,2500.0,0,on_time,credit_card
PAY000245,T0025,P038,2023-12-01,2023-12-02,2500.0,2500.0,0,on_time,check
PAY000246,T0025,P038,2024-01-01,2024-01-08,2500.0,2500.0,125.0,late,ACH
PAY000247,T0025,P038,2024-02-01,2024-02-03,2500.0,2500.0,0,on_time,ACH
PAY000248,T0025,P038,2024-03-01,2024-03-03,2500.0,2500.0,0,on_time,ACH
PAY000249,T0025,P038,2024-04-01,2024-04-04,2500.0,2500.0,0,on_time,ACH
PAY000250,T0025,P038,2024-05-01,2024-05-04,2500.0,2500.0,0,on_time,ACH
PAY000251,T0025,P038,2024-06-01,2024-06-04,2500.0,2500.0,0,on_time,ACH
PAY000252,T0025,P038,2024-07-01,2024-07-02,2500.0,2500.0,0,on_time,ACH
PAY000253,T0025,P038,2024-08-01,2024-08-03,2500.0,2500.0,0,on_time,check
PAY000254,T0026,P007,2024-09-01,2024-09-20,1120.0,1120.0,56.0,late,ACH
PAY000255,T0026,P007,2024-10-01,2024-10-03,1120.0,1120.0,0,on_time,check
PAY000256,T0026,P007,2024-11-01,2024-11-04,1120.0,1120.0,0,on_time,ACH
PAY000257,T0026,P007,2024-12-01,2024-12-03,1120.0,1120.0,0,on_time,check
PAY000258,T0026,P007,2025-01-01,2025-01-04,1120.0,1120.0,0,on_time,ACH
PAY000259,T0026,P007,2025-02-01,2025-02-13,1120.0,1120.0,56.0,late,ACH
PAY000260,T0026,P007,2025-03-01,2025-03-25,1120.0,1120.0,56.0,late,ACH
PAY000261,T0026,P007,2025-04-01,2025-04-02,1120.0,1120.0,0,on_time,ACH
PAY000262,T0026,P007,2025-05-01,2025-05-01,1120.0,1120.0,0,on_time,credit_card
PAY000263,T0026,P007,2025-06-01,2025-06-24,1120.0,1120.0,56.0,late,check
PAY000264,T0027,P047,2023-06-01,2023-06-03,2010.0,2010.0,0,on_time,ACH
PAY000265,T0027,P047,2023-07-01,2023-07-16,2010.0,2010.0,100.5,late,credit_card
PAY000266,T0027,P047,2023-08-01,2023-08-03,2010.0,2010.0,0,on_time,credit_card
PAY000267,T0027,P047,2023-09-01,2023-09-01,2010.0,2010.0,0,on_time,check
PAY000268,T0027,P047,2023-10-01,2023-10-04,2010.0,2010.0,0,on_time,ACH
PAY000269,T0027,P047,2023-11-01,2023-11-06,2010.0,2010.0,100.5,late,check
PAY000270,T0028,P023,2023-02-01,2023-02-02,4100.0,4100.0,0,on_time,ACH
PAY000271,T0028,P023,2023-03-01,2023-03-02,4100.0,4100.0,0,on_time,credit_card
PAY000272,T0028,P023,2023-04-01,2023-04-03,4100.0,4100.0,0,on_time,check
PAY000273,T0028,P023,2023-05-01,2023-05-02,4100.0,4100.0,0,on_time,ACH
PAY000274,T0028,P023,2023-06-01,2023-06-02,4100.0,4100.0,0,on_time,ACH
PAY000275,T0028,P023,2023-07-01,2023-07-02,4100.0,4100.0,0,on_time,ACH
PAY000276,T0028,P023,2023-08-01,2023-08-02,4100.0,4100.0,0,on_time,ACH
PAY000277,T0028,P023,2023-09-01,2023-09-01,4100.0,4100.0,0,on_time,check
PAY000278,T0028,P023,2023-10-01,2023-10-03,4100.0,4100.0,0,on_time,ACH
PAY000279,T0028,P023,2023-11-01,2023-11-01,4100.0,4100.0,0,on_time,credit_card
PAY000280,T0028,P023,2023-12-01,2023-12-01,4100.0,4100.0,0,on_time,ACH
PAY000281,T0028,P023,2024-01-01,2024-01-02,4100.0,4100.0,0,on_time,credit_card
PAY000282,T0029,P010,2023-12-01,2023-12-01,3080.0,3080.0,0,on_time,credit_card
PAY000283,T0029,P010,2024-01-01,2024-01-02,3080.0,3080.0,0,on_time,ACH
PAY000284,T0029,P010,2024-02-01,2024-02-04,3080.0,3080.0,0,on_time,ACH
PAY000285,T0029,P010,2024-03-01,2024-03-01,3080.0,3080.0,0,on_time,credit_card
PAY000286,T0029,P010,2024-04-01,2024-04-03,3080.0,3080.0,0,on_time,ACH
PAY000287,T0029,P010,2024-05-01,2024-05-02,3080.0,3080.0,0,on_time,check
PAY000288,T0029,P010,2024-06-01,2024-06-06,3080.0,3080.0,154.0,late,check
PAY000289,T0029,P010,2024-07-01,2024-07-03,3080.0,3080.0,0,on_time,money_order
PAY000290,T0029,P010,2024-08-01,2024-08-04,3080.0,3080.0,0,on_time,check
PAY000291,T0029,P010,2024-09-01,2024-09-02,3080.0,3080.0,0,on_time,ACH
PAY000292,T0029,P010,2024-10-01,2024-10-02,3080.0,3080.0,0,on_time,ACH
PAY000293,T0029,P010,2024-11-01,2024-11-03,3080.0,3080.0,0,on_time,check
PAY000294,T0030,P001,2022-01-01,2022-01-02,2700.0,2700.0,0,on_time,check
PAY000295,T0030,P001,2022-02-01,2022-02-03,2700.0,2700.0,0,on_time,ACH
PAY000296,T0030,P001,2022-03-01,2022-03-02,2700.0,2700.0,0,on_time,credit_card
PAY000297,T0030,P001,2022-04-01,2022-04-01,2700.0,2700.0,0,on_time,ACH
PAY000298,T0030,P001,2022-05-01,2022-05-03,2700.0,2700.0,0,on_time,money_order
PAY000299,T0030,P001,2022-06-01,2022-06-02,2700.0,2700.0,0,on_time,check
